university_name,program_name,degree,tuition_fee_usd_total,program_duration_year,global_ranking,university_location,url
Radboud University,Molecular Mechanisms of Disease (MMD),MSc,46235,2,N/A,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-molecular-mechanisms-of-disease-mmd
Radboud University,Molecular Sciences,MSc,46235,2,N/A,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-molecular-sciences
University of Twente,Nanotechnology,MSc,,2,N/A,"Enschede, Netherlands",https://www.study.eu/university/university-of-twente/msc-nanotechnology
Vilnius University,Nursing,Bachelor,28143,4,N/A,"Vilnius, Lithuania",https://www.study.eu/university/vilnius-university/bachelor-nursing
University of Szeged,Pharmacy,Master,29316,,N/A,"Szeged, Hungary",https://www.study.eu/university/university-of-szeged/master-pharmacy-11282
Central European University (CEU),"Philosophy, Politics and Economics",BA,42215,3,N/A,"Vienna, Austria",https://www.study.eu/university/central-european-university-ceu/ba-philosophy-politics-and-economics
Radboud University,"Philosophy, Politics and Society",BA,48523,3,N/A,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/ba-philosophy-politics-and-society
Radboud University,Philosophy (Research),MA,35327,2,N/A,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/ma-philosophy-research-5894
Radboud University,Physics and Astronomy,MSc,,,N/A,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-physics-and-astronomy-5854
Radboud University,Political Science,MSc,22131,1,N/A,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-political-science
Vilnius University,Politics of Global Challenges,Bachelor,14897,4,N/A,"Vilnius, Lithuania",https://www.study.eu/university/vilnius-university/bachelor-politics-of-global-challenges
Radboud University,Psychology,BSc,48523,3,N/A,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/bsc-psychology
Radboud University,Psychology,MSc,22131,1,N/A,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-psychology-12283
Radboud University,Science for Sustainability,MSc,46235,2,N/A,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-science-for-sustainability
Radboud University,Social and Cultural Science: Comparative Research on Societies (Research),MSc,,,N/A,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-social-and-cultural-science-comparative-research-on-soci
Radboud University,Spatial Planning,MSc,22131,1,N/A,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-spatial-planning
University of Szeged,Study of Religions,MA,8912,,N/A,"Szeged, Hungary",https://www.study.eu/university/university-of-szeged/ma-study-of-religions
SRH University,Sustainable Battery Production Engineering (dual),MEng,30254,,N/A,"Berlin, Germany",https://www.study.eu/university/srh-university/meng-sustainable-battery-production-engineering-dual
Windesheim University of Applied Sciences,Sustainable Business and Innovations,BBA,43702,4,N/A,"Zwolle, Netherlands",https://www.study.eu/university/windesheim-university-of-applied-sciences/bba-sustainable-business-and-innovations
Chalmers University of Technology,Sustainable Energy Systems,MSc,30198,,N/A,"Gothenburg, Sweden",https://www.study.eu/university/chalmers-university-of-technology/msc-sustainable-energy-systems-7990
HAMK Häme University of Applied Sciences,Sustainable Forest Management,Bachelor,45498,4,N/A,"Hämeenlinna, Finland",https://www.study.eu/university/hamk-hame-university-of-applied-sciences/bachelor-sustainable-forest-management
KTH Royal Institute of Technology,"Technology, Work and Health",Master,,2,N/A,"Stockholm, Sweden",https://www.study.eu/university/kth-royal-institute-of-technology/master-technology-work-and-health
Radboud University,Theology (3 year),MA,47186,3,N/A,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/ma-theology-3-year
Modul University Vienna,"Tourism, Hotel Management and Operations (New York Extension available)",BBA,84430,4,N/A,"Vienna, Austria",https://www.study.eu/university/modul-university-vienna/bba-tourism-hotel-management-and-operations-new-york-extensi
Radboud University,"Transatlantic Studies: History, Culture and Politics",MA,22131,1,N/A,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/ma-transatlantic-studies-history-culture-and-politics
SRH University,User Experience Design and Content Creation,BA,36846,,N/A,"Berlin, Germany + 2 more campuses",https://www.study.eu/university/srh-university/ba-user-experience-design-and-content-creation
"Konstfack University of Arts, Crafts and Design",Visual Communication,MFA,,2,N/A,"Stockholm, Sweden",https://www.study.eu/university/konstfack-university-of-arts-crafts-and-design/mfa-visual-communication
SRH University,Water Technology,MEng,21556,,N/A,"Heidelberg, Germany",https://www.study.eu/university/srh-university/meng-water-technology
SRH University,Web Development,BSc,36846,,N/A,"Berlin, Germany",https://www.study.eu/university/srh-university/bsc-web-development
SRH University,World Music,BA,35091,,N/A,"Berlin, Germany",https://www.study.eu/university/srh-university/ba-world-music
Lancaster University Leipzig,Accounting and Finance,BSc (Hons),60684,,N/A,"Leipzig, Germany",https://www.study.eu/university/lancaster-university-leipzig/bsc-hons-accounting-and-finance
Vytautas Magnus University,Agronomy,Master,12988,2,N/A,"Kaunas, Lithuania",https://www.study.eu/university/vytautas-magnus-university/master-agronomy
SRH University,Applied Data Science and AI - AI-Driven Bioinformatics and Life Sciences,MSc,,,N/A,"Munich, Germany",https://www.study.eu/university/srh-university/msc-applied-data-science-and-ai-ai-driven-bioinformatics-and
SRH University,Applied Data Science and Artificial Intelligence,MSc,24285,,N/A,"Heidelberg, Germany",https://www.study.eu/university/srh-university/msc-applied-data-science-and-artificial-intelligence
Vrije Universiteit Brussel (VUB),Applied Informatics: Artificial Intelligence and Data Science,MSc,4244,,N/A,"Brussels, Belgium",https://www.study.eu/university/vrije-universiteit-brussel-vub/msc-applied-informatics-artificial-intelligence-and-data-sci
University of Twente,Applied Mathematics,MSc,,2,N/A,"Enschede, Netherlands",https://www.study.eu/university/university-of-twente/msc-applied-mathematics-15060
SRH University,Applied Mechatronic Systems,BEng,37431,,N/A,"Berlin, Germany + 1 more campus",https://www.study.eu/university/srh-university/beng-applied-mechatronic-systems
University of Twente,Applied Physics,MSc,,2,N/A,"Enschede, Netherlands",https://www.study.eu/university/university-of-twente/msc-applied-physics-15069
University of Cambridge,Archaeology,MPhil,,0.83,N/A,"Cambridge, United Kingdom",https://www.study.eu/university/university-of-cambridge/mphil-archaeology
EU Business School,Artificial Intelligence for Business,Master,18293,1,N/A,"Barcelona, Spain + 2 more campuses",https://www.study.eu/university/eu-business-school/master-artificial-intelligence-for-business
Vilnius University,Art Management,Master,9674,1.5,N/A,"Kaunas, Lithuania",https://www.study.eu/university/vilnius-university/master-art-management
University of Cambridge,Asia and Middle Eastern Studies (East Asian Popular Culture Across Time),MPhil,,0.92,N/A,"Cambridge, United Kingdom",https://www.study.eu/university/university-of-cambridge/mphil-asia-and-middle-eastern-studies-east-asian-popular-cul
SRH University,Audio Design,BA,36963,,N/A,"Berlin, Germany + 1 more campus",https://www.study.eu/university/srh-university/ba-audio-design
University of Twente,Biomedical Engineering,MSc,,2,N/A,"Enschede, Netherlands",https://www.study.eu/university/university-of-twente/msc-biomedical-engineering-15051
University of Oulu,Biomedical Engineering,Master,,2,N/A,"Oulu, Finland",https://www.study.eu/university/university-of-oulu/master-biomedical-engineering
Malmö University,Biomedical Surface Science (Two-Year),Master,42601,,N/A,"Malmö, Sweden",https://www.study.eu/university/malmo-university/master-biomedical-surface-science-two-year
Chalmers University of Technology,Biotechnology: Biomolecular science and technology,MSc,30198,,N/A,"Gothenburg, Sweden",https://www.study.eu/university/chalmers-university-of-technology/msc-biotechnology-biomolecular-science-and-technology
TSI Transport and Telecommunication Institute,Business and Management,Master,10553,2,N/A,"Riga, Latvia",https://www.study.eu/university/tsi-transport-and-telecommunication-institute/master-business-and-management
SRH University,Business Engineering,BEng,37431,,N/A,"Heidelberg, Germany",https://www.study.eu/university/srh-university/beng-business-engineering
Vrije Universiteit Brussel (VUB),Business Engineering: Business & Technology,MSc,10047,,N/A,"Brussels, Belgium",https://www.study.eu/university/vrije-universiteit-brussel-vub/msc-business-engineering-business-technology
EU Business School,Business (Law),BA (Hons),,,N/A,"Munich, Germany",https://www.study.eu/university/eu-business-school/ba-hons-business-law
Vytautas Magnus University,Business Logistics,Master,8101,1.5,N/A,"Kaunas, Lithuania",https://www.study.eu/university/vytautas-magnus-university/master-business-logistics
EU Business School,Business Management (Finance),BA (Hons),47492,,N/A,"Barcelona, Spain",https://www.study.eu/university/eu-business-school/ba-hons-business-management-finance
EU Business School,Business Management (International Business),BA (Hons),47492,,N/A,"Barcelona, Spain",https://www.study.eu/university/eu-business-school/ba-hons-business-management-international-business
University of Twente,Chemical Science & Engineering,BSc,,3,N/A,"Enschede, Netherlands",https://www.study.eu/university/university-of-twente/bsc-chemical-science-engineering
SRH University,Classical Music,MMus,43388,,N/A,"Berlin, Germany",https://www.study.eu/university/srh-university/mmus-classical-music
SRH University,Classical Music,BMus,35091,,N/A,"Berlin, Germany",https://www.study.eu/university/srh-university/bmus-classical-music
Chalmers University of Technology,Complex Adaptive Systems,MSc,30198,,N/A,"Gothenburg, Sweden",https://www.study.eu/university/chalmers-university-of-technology/msc-complex-adaptive-systems
TSI Transport and Telecommunication Institute,Computer Engineering and Electronics,BEng,18293,4,N/A,"Riga, Latvia",https://www.study.eu/university/tsi-transport-and-telecommunication-institute/beng-computer-engineering-and-electronics
Vilnius University,Computer Modeling,Master,10553,1.5,N/A,"Vilnius, Lithuania",https://www.study.eu/university/vilnius-university/master-computer-modeling
University of Szeged,Computer Science,BSc,,,N/A,"Szeged, Hungary",https://www.study.eu/university/university-of-szeged/bsc-computer-science-24940
University of Twente,Computer Science,MSc,,2,N/A,"Enschede, Netherlands",https://www.study.eu/university/university-of-twente/msc-computer-science-15067
Chalmers University of Technology,"Computer Science - Algorithms, Languages and Logic",MSc,30198,,N/A,"Gothenburg, Sweden",https://www.study.eu/university/chalmers-university-of-technology/msc-computer-science-algorithms-languages-and-logic
HAMK Häme University of Applied Sciences,Construction Engineering,BEng,45498,4,N/A,"Hämeenlinna, Finland",https://www.study.eu/university/hamk-hame-university-of-applied-sciences/beng-construction-engineering
SRH University,Creative Industries Management,BA,36846,,N/A,"Berlin, Germany + 1 more campus",https://www.study.eu/university/srh-university/ba-creative-industries-management
Malmö University,Criminology,Master,25345,,N/A,"Malmö, Sweden",https://www.study.eu/university/malmo-university/master-criminology
Chalmers University of Technology,Data Science and AI,MSc,30198,,N/A,"Gothenburg, Sweden",https://www.study.eu/university/chalmers-university-of-technology/msc-data-science-and-ai
University of Szeged,Dental Medicine,Master,37133,,N/A,"Szeged, Hungary",https://www.study.eu/university/university-of-szeged/master-dental-medicine
EU Business School,Digital Communication,BA,47492,,N/A,"Barcelona, Spain + 2 more campuses",https://www.study.eu/university/eu-business-school/ba-digital-communication
Silesian University - School of Business Administration,Economics and Management,Bachelor,8794,3,N/A,"Karvina, Czech Republic",https://www.study.eu/university/silesian-university-school-of-business-administration/bachelor-economics-and-management-24857
Silesian University - School of Business Administration,Economics and Management,Master,5863,2,N/A,"Karvina, Czech Republic",https://www.study.eu/university/silesian-university-school-of-business-administration/master-economics-and-management-24858
