university_name,program_name,degree,tuition_fee_usd_total,program_duration,global_ranking,university_location,url
University of Dundee,Arts & Social Sciences,MA (UG),"72,638 USD in total (students from outside EU/EEA)",3 years,N/A,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/arts-social-sciences
University of Galway,Arts with Data Science,BA,N/A,4 years,N/A,"Galway, Ireland",https://www.study.eu/university/university-of-galway/arts-with-data-science
University of the Arts London,Art: Theory and Philosophy,MSc,N/A,2 years full-time,N/A,"London, United Kingdom",https://www.study.eu/university/university-of-the-arts-london/art-theory-and-philosophy
University of Derby,Art Therapy,MA,N/A,2 years full-time,N/A,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/art-therapy-ec90d4fe-07bb-4648-b7c1-0dd0fd94cc75
Munster Technological University,Art Therapy,MA,N/A,2 years full-time / part-time,N/A,"Cork, Ireland",https://www.study.eu/university/munster-technological-university/art-therapy
Glasgow School of Art,Art Writing,MLitt,N/A,1 year full-time,N/A,"Glasgow, United Kingdom",https://www.study.eu/university/glasgow-school-of-art/art-writing-22305
University for the Creative Arts,Art Writing,MA,N/A,1 year full-time,N/A,"Farnham, United Kingdom",https://www.study.eu/university/university-for-the-creative-arts/art-writing
University of Zurich,Asia and Europe,PhD,N/A,N/A,N/A,"Zurich, Switzerland",https://www.study.eu/university/university-of-zurich/asia-and-europe
University of Antwerp,Asia - Europe Cultural Curatorship Studies,PgDip,N/A,N/A,N/A,"Antwerp, Belgium",https://www.study.eu/university/university-of-antwerp/pgdip-asia-europe-cultural-curatorship-studies
Copenhagen Business School (CBS),"Asian Business, Language and Culture - Asian Studies Programme (BSc)",Bachelor,N/A,3 years full-time,N/A,"Copenhagen, Denmark",https://www.study.eu/university/copenhagen-business-school-cbs/asian-business-language-and-culture-asian-studies-programme-
University College Cork (UCC),Asian Studies,MA,N/A,1 year,N/A,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/asian-studies-f8002be6-9b5f-4e29-983d-e7e12c71f963
Leiden University,Asian Studies,MA,N/A,1 year full-time,N/A,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/asian-studies-2d1adc0d-9126-4b90-b337-01bf58f85e0a
University of Latvia,Asian Studies,Bachelor,N/A,3 years (240 ECTS) full-time,N/A,"Riga, Latvia",https://www.study.eu/university/university-of-latvia/asian-studies-3419
Lund University,Asian Studies,Master,N/A,2 years (120 ECTS) full-time,N/A,"Lund, Sweden",https://www.study.eu/university/lund-university/asian-studies-7316
Leiden University,Asian Studies (1 year),MA,N/A,1 year (60 ECTS) full-time,N/A,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/asian-studies-1-year
Leiden University,Asian Studies (1 year): East Asian Studies,MA,N/A,1 year (60 ECTS) full-time,N/A,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/asian-studies-1-year-east-asian-studies
Leiden University,"Asian Studies (1 year): History, Arts and Culture of Asia",MA,N/A,1 year (60 ECTS) full-time,N/A,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/asian-studies-1-year-history-arts-and-culture-of-asia
Leiden University,"Asian Studies (1 year): Politics, Society and Economy of Asia",MA,N/A,1 year (60 ECTS) full-time,N/A,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/asian-studies-1-year-politics-society-and-economy-of-asia
Leiden University,Asian Studies (1 year): South Asian Studies,MA,N/A,1 year (60 ECTS) full-time,N/A,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/asian-studies-1-year-south-asian-studies
Leiden University,Asian Studies (2 years): Japanese Studies,MA,N/A,2 years (120 ECTS) full-time,N/A,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/asian-studies-2-years-japanese-studies
Leiden University,Asian Studies (2 years): Korean Studies,MA,N/A,2 years (120 ECTS) full-time,N/A,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/asian-studies-2-years-korean-studies
University College Cork (UCC),Asian Studies - Arts,BA (Hons),N/A,3 years,N/A,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/asian-studies-arts
Leiden University,Asian Studies (Research),MA,N/A,2 years (120 ECTS) full-time,N/A,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/asian-studies-research
UvA University of Amsterdam,Asset Management (Finance),Master,N/A,1 year (60 ECTS) full-time,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-asset-management-finance
University of Cambridge,Assyriology,Master,N/A,11 months,N/A,"Cambridge, United Kingdom",https://www.study.eu/university/university-of-cambridge/assyriology-2c4ff935-1ae6-4067-a209-9577cba952f3
University of Copenhagen (KU),Assyriology,Master,N/A,2 years full-time,N/A,"Copenhagen, Denmark",https://www.study.eu/university/university-of-copenhagen-ku/assyriology
University of Tübingen,Astro and Particle Physics,Master,N/A,2 years,N/A,"Tübingen, Germany",https://www.study.eu/university/university-of-tubingen/astro-and-particle-physics
University of Galway,Astronomical Instrumentation and Technology,MSc,N/A,1 year,N/A,"Galway, Ireland",https://www.study.eu/university/university-of-galway/astronomical-instrumentation-and-technology
Aarhus University,Astronomy,MSc,"35,309 USD in total (students from outside EU/EEA)",2 years full-time,N/A,"Aarhus, Denmark",https://www.study.eu/university/aarhus-university/msc-astronomy-2731
Leiden University,Astronomy,MSc,N/A,2 years (120 ECTS) full-time,N/A,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/astronomy-5726
University of Padua,Astronomy,PhD,N/A,N/A,N/A,"Padua, Italy",https://www.study.eu/university/university-of-padua/astronomy-8148458b-c055-418d-84af-0b2cc3d94fda
University of St Andrews,Astronomy,PhD,"85,445 USD in total (students from outside EU/EEA)",3.5 years full-time,N/A,"St Andrews, United Kingdom",https://www.study.eu/university/university-of-st-andrews/astronomy-5454
University of Groningen,Astronomy,BSc,N/A,3 years (180 ECTS) full-time,N/A,"Groningen, Netherlands",https://www.study.eu/university/university-of-groningen/bsc-astronomy
University of Groningen,Astronomy,MSc,N/A,1 year (60 ECTS) full-time,N/A,"Groningen, Netherlands",https://www.study.eu/university/university-of-groningen/msc-astronomy
KU Leuven,Astronomy and Astrophysics,MSc,N/A,2 years (120 ECTS) full-time,N/A,"Leuven, Belgium",https://www.study.eu/university/ku-leuven/astronomy-and-astrophysics-21442
Leiden University,Astronomy: Astronomy and Cosmology,MSc,N/A,2 years (120 ECTS) full-time,N/A,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/astronomy-astronomy-and-cosmology
Leiden University,Astronomy: Astronomy and Science-Based Business,MSc,N/A,2 years (120 ECTS) full-time,N/A,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/astronomy-astronomy-and-science-based-business
Leiden University,Astronomy: Astronomy and Science Communication and Society,MSc,N/A,2 years (120 ECTS) full-time,N/A,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/astronomy-astronomy-and-science-communication-and-society
Leiden University,Astronomy: Astronomy Research,MSc,N/A,2 years (120 ECTS) full-time,N/A,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/astronomy-astronomy-research
Cardiff University,Astrophysics,M (UG),"111,792 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/astrophysics-03c257d8-1648-44f0-b99f-c6f51fd3c123
University of Edinburgh,Astrophysics,BSc (Hons),"147,011 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/astrophysics-1cfbe5f4-de28-44a1-b45a-2267e0439722
University of Edinburgh,Astrophysics,M (UG),"183,763 USD in total (students from outside EU/EEA)",5 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/astrophysics-d8404350-5d69-44fb-bb44-1e72e4c24316
University of Sussex,Astrophysics,MPhys,N/A,N/A,N/A,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/mphys-astrophysics
Cardiff University,Astrophysics,BSc (Hons),"83,844 USD in total (students from outside EU/EEA)",3 years full-time,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/astrophysics-546c080f-b9b4-41b4-b3f1-4089d5cd3b49
Queen Mary University of London,Astrophysics,MSc,N/A,1 year full-time,N/A,"London, United Kingdom",https://www.study.eu/university/queen-mary-university-of-london/msc-astrophysics
University College Cork (UCC),Astrophysics,BSc (Hons),N/A,4 years,N/A,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/astrophysics-2c44cff9-cb2e-4985-a244-a5d08a1d2f5e
Lund University,Astrophysics,Master,N/A,2 years (120 ECTS) full-time,N/A,"Lund, Sweden",https://www.study.eu/university/lund-university/astrophysics
University of Bonn,Astrophysics,Master,N/A,2 years (120 ECTS),N/A,"Bonn, Germany",https://www.study.eu/university/university-of-bonn/astrophysics-20753
Queen Mary University of London,Astrophysics,BSc (Hons),"113,460 USD in total (students from outside EU/EEA)",3 years,N/A,"London, United Kingdom",https://www.study.eu/university/queen-mary-university-of-london/bsc-hons-astrophysics
University of St Andrews,Astrophysics,MSc,"26,643 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"St Andrews, United Kingdom",https://www.study.eu/university/university-of-st-andrews/astrophysics-78274693-a354-43a4-8f22-d4b9f50483f5
Keele University,Astrophysics and Chemistry,BSc (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/astrophysics-and-chemistry
Keele University,Astrophysics and Computer Science,BSc (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/astrophysics-and-computer-science
University of Padua,Astrophysics and Cosmology,Master,N/A,2 years,N/A,"Padua, Italy",https://www.study.eu/university/university-of-padua/astrophysics-and-cosmology
Keele University,Astrophysics and Data Science,BSc (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/astrophysics-and-data-science
Keele University,Astrophysics and Education,BSc (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/astrophysics-and-education
Keele University,Astrophysics and Environmental Science,BSc (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/astrophysics-and-environmental-science
Keele University,Astrophysics and Forensic Science,BSc (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/astrophysics-and-forensic-science
Keele University,Astrophysics and Geology,BSc (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/astrophysics-and-geology
Keele University,Astrophysics and Mathematics,BSc (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/astrophysics-and-mathematics
Keele University,Astrophysics and Medicinal Chemistry,BSc (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/astrophysics-and-medicinal-chemistry
Dublin City University (DCU),Astrophysics & Relativity,MSc,N/A,1 year full-time / part-time,N/A,"Dublin, Ireland",https://www.study.eu/university/dublin-city-university-dcu/astrophysics-relativity
TU Shannon,Athletic and Rehabilitation Therapy,BSc (Hons),N/A,4 years full-time,N/A,"Athlone, Ireland",https://www.study.eu/university/tu-shannon/bsc-hons-athletic-and-rehabilitation-therapy
Atlantic Technological University,Athletic Therapy and Exercise Rehabilitation,BSc (Hons),N/A,4 years,N/A,"Letterkenny, Ireland",https://www.study.eu/university/atlantic-technological-university/bsc-hons-athletic-therapy-and-exercise-rehabilitation
Dublin City University (DCU),Athletic Therapy and Training,BSc (Hons),N/A,4 years full-time,N/A,"Dublin, Ireland",https://www.study.eu/university/dublin-city-university-dcu/athletic-therapy-and-training
University Camilo José Cela (UCJC),Athletic Training and Therapy,Master,"20,770 USD in total (students from outside EU/EEA)",2 years (120 ECTS),N/A,"Madrid, Spain",https://www.study.eu/university/university-camilo-jose-cela-ucjc/athletic-training-and-therapy
University of Gothenburg,"Atmosphere, Climate and Ecosystems",Master,N/A,2 years (120 ECTS) full-time,N/A,"Gothenburg, Sweden",https://www.study.eu/university/university-of-gothenburg/atmosphere-climate-and-ecosystems
École Centrale de Lyon,"Atmosphere, Ocean and Climate Science",Master,N/A,N/A,N/A,"Lyon, France",https://www.study.eu/university/ecole-centrale-de-lyon/master-atmosphere-ocean-and-climate-science
