university_name,program_name,degree,tuition_fee_usd_total,program_duration_year,global_ranking,university_location,url
University of Edinburgh,Biological Sciences (Genetics),BSc (Hons),147011.0,4.0,32,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-genetics
UvA University of Amsterdam,Biological Sciences: Green Life Sciences,Master,,1.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-biological-sciences-green-life-sciences
University of Edinburgh,Biological Sciences (Immunology),BSc (Hons),147011.0,4.0,32,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-immunology
Cardiff University,Biological Sciences (including Preliminary Year),BSc (Hons),111792.0,4.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/biological-sciences-including-preliminary-year
Cardiff University,Biological Sciences (including Preliminary Year and Professional Training Year),BSc (Hons),139740.0,5.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/biological-sciences-including-preliminary-year-and-professio
University of Edinburgh,Biological Sciences (Molecular Genetics),BSc (Hons),147011.0,4.0,32,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-molecular-genetics
University of Edinburgh,Biological Sciences (Plant Science),BSc (Hons),147011.0,4.0,32,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-plant-science
University of Westminster,Biological Sciences with Foundation,BSc (Hons),93916.0,4.0,1060,"London, United Kingdom",https://www.study.eu/university/university-of-westminster/bsc-hons-biological-sciences-with-foundation
University of Edinburgh,Biological Sciences with Management,BSc (Hons),147011.0,4.0,32,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-with-management
Cardiff University,Biological Sciences with Professional Training year,M (UG),139740.0,5.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/biological-sciences-with-professional-training-year
University of Edinburgh,Biological Sciences (Zoology),BSc (Hons),147011.0,4.0,32,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-zoology-16155
Cardiff University,Biological Sciences (Zoology),BA (Hons),83844.0,3.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/biological-sciences-zoology
Cardiff University,Biological Sciences (Zoology) with Preliminary Year,BA (Hons),111792.0,4.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/biological-sciences-zoology-with-preliminary-year
Cardiff University,Biological Sciences (Zoology) with Preliminary Year and Professional Training Year,BA (Hons),139740.0,5.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/biological-sciences-zoology-with-preliminary-year-and-profes
Cardiff University,Biological Sciences (Zoology) with Professional Training Year,BA (Hons),111792.0,4.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/biological-sciences-zoology-with-professional-training-year
University of Warsaw,Biological Therapeutics,Master,,2.0,377,"Warsaw, Poland",https://www.study.eu/university/university-of-warsaw/master-biological-therapeutics
Middlesex University London,Biology,BSc,52027.0,3.0,873,"London, United Kingdom",https://www.study.eu/university/middlesex-university-london/biology-e625606a-afee-4e47-ad62-ad794b37e00a
University of Warmia and Mazury in Olsztyn,Biology,BA,,,N/A,"Olsztyn, Poland",https://www.study.eu/university/university-of-warmia-and-mazury-in-olsztyn/biology-15cbaf11-48e5-4a09-985e-ca21f5f03d0a
University of Latvia,Biology,PhD,,3.0,935,"Riga, Latvia",https://www.study.eu/university/university-of-latvia/biology-3421
University of Aberdeen,Biology,BSc,102987.0,4.0,367,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/biology-11392
Wageningen University & Research,Biology,MSc,,,120,"Wageningen, Netherlands",https://www.study.eu/university/wageningen-university-research/biology-12132
Daugavpils University,Biology,PhD,,3.0,4317,"Daugavpils, Latvia",https://www.study.eu/university/daugavpils-university/biology-3228
University of Greenwich,Biology,BSc (Hons),64634.0,3.0,762,"London, United Kingdom",https://www.study.eu/university/university-of-greenwich/bsc-hons-biology
University of Tromsø – The Arctic University of Norway,Biology,MSc,,2.0,N/A,"Tromsø, Norway",https://www.study.eu/university/university-of-tromso-the-arctic-university-of-norway/biology-1168
University of Southern Denmark (SDU),Biology,Master,,2.0,N/A,"Odense, Denmark",https://www.study.eu/university/university-of-southern-denmark-sdu/biology-3105
ENS de Lyon,Biology,Master,,,N/A,"Lyon, France",https://www.study.eu/university/ens-de-lyon/master-biology-dc9edc67-f4ae-47da-885d-ba9a2326f843
University of Bergen,Biology,Master,,2.0,367,"Bergen, Norway",https://www.study.eu/university/university-of-bergen/biology-1310
University of Trás-os-Montes and Alto Douro,Biology,Bachelor,,3.0,1110,"Vila Real, Portugal",https://www.study.eu/university/university-of-tras-os-montes-and-alto-douro/bachelor-biology
University of Derby,Biology,BSc (Hons),,3.0,1005,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/biology-c1b86a10-5574-4837-819d-f2c35e95921a
University of Gothenburg,Biology,Master,,2.0,144,"Gothenburg, Sweden",https://www.study.eu/university/university-of-gothenburg/biology-7331
Norwegian University of Science and Technology (NTNU),Biology,MSc,,2.0,N/A,"Trondheim, Norway",https://www.study.eu/university/norwegian-university-of-science-and-technology-ntnu/biology-1239
University of Sussex,Biology,BSc (Hons),,,269,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/bsc-hons-biology-27666
Keele University,Biology,BSc (Hons),,3.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biology-98f3571a-1671-46ad-937b-52a4672ff377
Wroclaw University of Environmental and Life Sciences,Biology,PhD,,,N/A,"Wroclaw, Poland",https://www.study.eu/university/wroclaw-university-of-environmental-and-life-sciences/phd-biology-26109
University of Copenhagen (KU),Biology,Master,,2.0,N/A,"Copenhagen, Denmark",https://www.study.eu/university/university-of-copenhagen-ku/biology-3044
Aarhus University,Biology,MSc,35309.0,2.0,91,"Aarhus, Denmark",https://www.study.eu/university/aarhus-university/biology-2735
University of Geneva,Biology,PhD,,,N/A,"Geneva, Switzerland",https://www.study.eu/university/university-of-geneva/biology-538fc9f1-1beb-4b4b-9acc-827a66a88a6f
Bangor University,Biology,M (UG),,4.0,680,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/biology-8223e1bd-db6d-47e6-9fc9-b7745fe57dce
Queen Mary University of London,Biology,BSc (Hons),113460.0,3.0,113,"London, United Kingdom",https://www.study.eu/university/queen-mary-university-of-london/bsc-hons-biology-26590
University of Staffordshire,Biology,MPhil,,3.0,N/A,"Stafford, United Kingdom",https://www.study.eu/university/university-of-staffordshire/biology-5440
Technische Universität Braunschweig,Biology,Master,,2.0,718,"Braunschweig, Germany",https://www.study.eu/university/technische-universitat-braunschweig/master-biology-30429
University of Groningen,Biology,MSc,,1.0,74,"Groningen, Netherlands",https://www.study.eu/university/university-of-groningen/biology-5926
"Birkbeck, University of London",Biology,MPhil,15308.0,1.0,728,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/biology-5431
Keele University,Biology and Chemistry,BSc (Hons),,3.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biology-and-chemistry
Pavol Jozef Šafárik University,Biology and Chemistry,Master,,,2528,"Košice, Slovakia",https://www.study.eu/university/pavol-jozef-safarik-university/master-biology-and-chemistry
Keele University,Biology and Computer Science,BSc (Hons),,3.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biology-and-computer-science
Keele University,Biology and Data Science,BSc (Hons),,3.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biology-and-data-science
University of Aveiro,Biology and Ecology of Global Changes,PhD,,,405,"Aveiro, Portugal",https://www.study.eu/university/university-of-aveiro/phd-biology-and-ecology-of-global-changes
Keele University,Biology and Education,BSc (Hons),,3.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biology-and-education
Keele University,Biology and Environmental Science,BSc (Hons),,3.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biology-and-environmental-science
Keele University,Biology and Forensic Science,BSc (Hons),,3.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biology-and-forensic-science
Keele University,Biology and Geography,BSc (Hons),,3.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biology-and-geography
Pavol Jozef Šafárik University,Biology and Geography,Master,,,2528,"Košice, Slovakia",https://www.study.eu/university/pavol-jozef-safarik-university/master-biology-and-geography
Keele University,Biology and Geology,BSc (Hons),,3.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biology-and-geology
University of Trás-os-Montes and Alto Douro,Biology and Geology,Bachelor,,3.0,1110,"Vila Real, Portugal",https://www.study.eu/university/university-of-tras-os-montes-and-alto-douro/bachelor-biology-and-geology
Pavol Jozef Šafárik University,Biology and Informatics,Master,,,2528,"Košice, Slovakia",https://www.study.eu/university/pavol-jozef-safarik-university/master-biology-and-informatics
University of Southampton,Biology and Marine Biology,MSci,,,523,"Southampton, United Kingdom",https://www.study.eu/university/university-of-southampton/msci-biology-and-marine-biology
Keele University,Biology and Mathematics,BSc (Hons),,3.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biology-and-mathematics
Pavol Jozef Šafárik University,Biology and Psychology,Master,,,2528,"Košice, Slovakia",https://www.study.eu/university/pavol-jozef-safarik-university/master-biology-and-psychology
Keele University,Biology and Psychology,BSc (Hons),,3.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biology-and-psychology
Lund University,"Biology, Animal Ecology",Master,,2.0,14312,"Lund, Sweden",https://www.study.eu/university/lund-university/biology-animal-ecology
Leiden University,Biology: Animal Sciences and Health,MSc,,2.0,1143,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/biology-animal-sciences-and-health
University of Milan,Biology Applied to Research in Biomedicine,Master,,2.0,N/A,"Milan, Italy",https://www.study.eu/university/university-of-milan/biology-applied-to-research-in-biomedicine
Lund University,"Biology, Aquatic Ecology",Master,,2.0,14312,"Lund, Sweden",https://www.study.eu/university/lund-university/biology-aquatic-ecology
University of Tromsø – The Arctic University of Norway,Biology: Arctic Animal Physiology,MSc,,2.0,N/A,"Tromsø, Norway",https://www.study.eu/university/university-of-tromso-the-arctic-university-of-norway/msc-biology-arctic-animal-physiology
University of Tromsø – The Arctic University of Norway,Biology: Arctic marine ecology,MSc,,2.0,N/A,"Tromsø, Norway",https://www.study.eu/university/university-of-tromso-the-arctic-university-of-norway/msc-biology-arctic-marine-ecology
University of Tromsø – The Arctic University of Norway,Biology: Arctic Marine Ecotoxicology,MSc,,2.0,N/A,"Tromsø, Norway",https://www.study.eu/university/university-of-tromso-the-arctic-university-of-norway/msc-biology-arctic-marine-ecotoxicology
Bielefeld University,Biology - Behaviour: From Neural Mechanisms to Evolution,MSc,,2.0,N/A,"Bielefeld, Germany",https://www.study.eu/university/bielefeld-university/msc-behaviour-from-neural-mechanisms-to-evolution
Middlesex University London,Biology (Biotechnology),BSc,52027.0,3.0,873,"London, United Kingdom",https://www.study.eu/university/middlesex-university-london/biology-biotechnology-10229
University of Copenhagen (KU),Biology-Biotechnology,Master,,2.0,N/A,"Copenhagen, Denmark",https://www.study.eu/university/university-of-copenhagen-ku/biology-biotechnology
Uppsala University,Biology - Cell and Molecular Biology,Master,,2.0,97,"Uppsala, Sweden",https://www.study.eu/university/uppsala-university/biology-cell-and-molecular-biology
Lund University,"Biology, Conservation Biology",Master,,2.0,14312,"Lund, Sweden",https://www.study.eu/university/lund-university/biology-conservation-biology
University of Southampton,Biology Degree,BSc (Hons),,,523,"Southampton, United Kingdom",https://www.study.eu/university/university-of-southampton/bsc-hons-biology-degree
Uppsala University,Biology - Ecology and Conservation,Master,,2.0,97,"Uppsala, Sweden",https://www.study.eu/university/uppsala-university/biology-ecology-and-conservation
Karlstad University,Biology: Ecology and Conservation Biology,Master,,2.0,N/A,"Karlstad, Sweden",https://www.study.eu/university/karlstad-university/master-biology-ecology-and-conservation-biology
University of Tromsø – The Arctic University of Norway,Biology: Ecology and sustainability,MSc,,2.0,N/A,"Tromsø, Norway",https://www.study.eu/university/university-of-tromso-the-arctic-university-of-norway/msc-biology-ecology-and-sustainability
Middlesex University London,Biology (Environmental Biology),BSc,52027.0,3.0,873,"London, United Kingdom",https://www.study.eu/university/middlesex-university-london/biology-environmental-biology
Uppsala University,Biology - Environmental Toxicology,Master,,2.0,97,"Uppsala, Sweden",https://www.study.eu/university/uppsala-university/biology-environmental-toxicology
Uppsala University,Biology - Erasmus Mundus Evolutionary Biology,Master,,2.0,97,"Uppsala, Sweden",https://www.study.eu/university/uppsala-university/biology-erasmus-mundus-evolutionary-biology
Uppsala University,Biology - Evolutionary Biology,Master,,2.0,97,"Uppsala, Sweden",https://www.study.eu/university/uppsala-university/biology-evolutionary-biology
